3.82:441.00:368.00

0.04:226.60:0.00

0.97:441.32:9708.80

2.45:440.72:357.60

0.04:230.32:0.00

0.95:453.80:10154.40

10.28:442.40:344.80

0.04:235.40:0.00

0.96:462.32:9597.60

6.07:445.80:338.40

0.05:241.52:0.00

0.96:469.40:8288.80

3.55:465.00:335.20

0.04:253.72:0.00

0.96:461.72:9662.40

2.33:473.12:356.80

0.05:232.32:18.40

0.96:466.40:9829.60

1.51:456.00:359.20

0.04:231.40:143.20

0.95:466.60:9680.80

1.15:445.32:351.20

0.04:232.32:0.00

0.96:442.32:9764.80

3.33:441.52:351.20

0.04:242.12:0.00

0.96:444.60:9347.20

2.21:441.00:359.20

0.03:259.80:26.40

0.96:448.52:9467.20

1.43:461.20:347.20

0.02:277.32:133.60

0.96:455.20:9064.80

1.14:468.00:336.80

0.05:248.92:260.80

0.96:464.72:9201.60

1.07:461.52:339.20

0.04:263.40:324.00

0.96:460.00:9260.00

1.08:466.80:346.40

0.03:269.72:56.00

0.96:443.00:8978.40

1.41:468.40:353.60

0.02:278.60:180.80

0.97:440.80:10011.20

1.12:452.40:357.60

0.02:323.92:293.60

0.96:441.52:9741.60

1.07:444.00:342.40

0.04:394.00:355.20

0.96:442.52:9220.80

1.08:448.00:335.20

0.02:274.60:367.20

0.96:445.52:8641.60

1.07:455.12:340.80

0.02:300.72:187.20

0.97:450.80:8013.60

1.03:463.72:338.40

0.02:348.32:287.20

0.97:473.80:7044.00

1.07:467.00:326.40

0.02:424.80:340.80

0.97:459.32:9571.20

1.08:443.12:310.40

0.02:463.40:369.60

0.97:446.80:8923.20

1.07:441.00:0.00

0.02:453.40:425.60

0.98:442.32:8288.80

1.02:441.12:348.80

0.02:348.80:433.60

0.96:441.60:7354.40

0.88:442.12:328.80

0.02:417.92:328.00

0.97:441.60:5221.60

0.74:444.52:260.80

0.02:451.52:357.60

0.97:465.72:3287.20

1.06:449.72:0.00

0.02:462.00:404.00

0.98:460.12:8008.80

1.02:477.80:0.00

0.02:468.52:414.40

2.95:467.92:6857.60

0.87:460.32:0.00

0.02:462.60:406.40

8.73:471.72:4989.60

0.74:447.72:230.40

0.02:437.32:412.80

0.97:456.00:3186.40

0.79:442.52:0.00

0.02:440.60:423.20

0.98:443.52:1763.20

0.81:441.32:0.00

0.02:442.60:418.40

3.40:447.60:1166.40

0.83:441.20:0.00

0.02:444.52:404.00

9.63:453.72:4732.00

0.73:466.92:0.00

0.02:449.00:402.40

15.01:462.12:2841.60

0.80:460.00:0.00

0.02:456.12:402.40

18.67:468.52:1612.00

0.83:464.12:0.00

0.02:461.72:406.40

4.08:461.92:1067.20

0.83:473.52:0.00

0.02:448.32:423.20

10.28:441.80:688.00

0.81:456.52:0.00

0.02:442.40:420.80

15.10:441.12:512.80

0.80:445.60:0.00

0.02:440.72:428.80

19.00:442.12:1558.40

0.82:446.60:0.00

0.02:440.92:422.40

21.08:444.40:1008.00

0.82:452.00:0.00

0.02:442.20:412.80

21.20:448.92:636.00

0.82:460.80:0.00

0.02:457.52:406.40

15.32:455.20:486.40

0.81:465.32:0.00

0.02:464.40:410.40

18.52:463.32:453.60

0.80:385.92:0.00

0.03:474.32:420.80

21.05:450.12:453.60

0.82:280.20:0.00

0.12:457.00:431.20

21.24:443.20:632.00

0.81:440.72:0.00

0.03:446.00:419.20

20.99:441.12:511.20

0.81:441.60:0.00

0.02:445.80:424.80

21.16:440.92:476.00

0.80:361.12:0.00

0.02:451.92:433.60

21.75:442.20:458.40

0.80:253.72:0.00

0.17:460.12:404.80

21.54:463.32:453.60

0.81:237.12:0.00

0.45:467.72:406.40

20.93:464.12:482.40

0.81:238.60:0.00

0.67:459.80:410.40

20.87:471.92:468.00

0.81:355.40:0.00

0.04:464.80:415.20

20.36:459.60:476.80

0.81:233.32:0.00

0.16:440.92:425.60

19.53:447.00:476.00

0.81:229.20:0.00

0.48:441.12:439.20

20.65:441.92:456.00

0.80:226.32:0.00

0.65:443.32:404.80

20.78:451.32:400.00

0.80:226.00:0.00

0.80:447.40:404.00

20.48:458.52:455.20

0.81:230.00:0.00

0.85:453.52:408.80

19.41:467.60:455.20

0.81:241.80:0.00

0.51:462.12:415.20

18.20:458.40:435.20

0.80:242.52:0.00

0.71:451.40:1121.60

21.11:464.72:373.60

0.78:236.40:0.00

0.81:443.72:423.20

20.48:472.72:316.80

0.65:232.32:0.00

0.86:441.00:435.20

19.44:441.32:347.20

0.81:229.00:0.00

0.96:440.60:436.80

17.62:443.20:427.20

0.80:230.12:0.00

0.98:441.72:1352.80

15.10:446.80:355.20

0.78:236.00:0.00

0.80:443.80:3948.00

10.80:452.80:301.60

0.52:243.52:0.00

0.88:463.12:6265.60

18.84:460.40:330.40

0.05:238.40:0.00

0.96:467.40:427.20

17.52:468.20:346.40

0.05:239.80:0.00

0.98:463.20:1652.80

14.72:444.12:346.40

0.77:246.60:0.00

0.96:448.52:4572.00

10.43:441.12:314.40

0.44:228.52:0.00

0.96:442.52:6784.80

6.47:440.60:353.60

0.04:228.72:0.00

0.96:440.32:8565.60

3.60:441.20:351.20

0.04:229.40:0.00

0.97:456.52:9711.20

14.56:443.20:342.40

0.04:234.12:0.00

0.95:464.40:4693.60

10.27:461.92:338.40

0.05:240.72:0.00

0.96:462.40:6715.20

6.04:471.72:336.80

0.05:246.80:0.00

0.96:464.92:8434.40

3.37:466.20:357.60

0.05:228.72:0.00

0.96:472.72:9633.60

2.20:450.80:360.80

0.04:228.60:0.00

0.95:460.32:9972.00

1.43:443.12:359.20

0.04:230.72:0.00

0.95:442.52:9680.00

5.65:440.40:359.20

0.04:233.32:0.00

0.96:445.20:8682.40

3.21:455.00:353.60

0.04:243.60:0.00

0.96:450.12:9423.20

2.13:464.12:342.40

0.05:263.00:36.80

0.97:457.80:9388.80

1.39:466.92:339.20

0.05:244.52:160.00

0.95:466.40:9230.40

1.13:463.20:342.40

0.05:249.20:0.00

0.96:445.92:9252.80

1.07:467.32:346.40

0.04:251.40:0.00

0.96:441.72:9256.80

2.06:462.72:352.80

0.02:260.80:67.20

0.96:440.60:10012.80

1.32:441.60:356.80

0.02:278.60:172.80

0.96:441.20:9380.80

1.11:444.32:334.40

0.04:326.12:297.60

0.96:443.12:9238.40

1.06:449.72:334.40

0.04:260.32:342.40

0.96:446.12:9080.80

1.07:456.60:335.20

0.02:275.92:82.40

0.97:465.00:8680.80

1.07:464.60:342.40

0.02:295.52:195.20

0.97:470.12:7990.40

1.11:462.92:338.40

0.02:358.40:300.00

0.96:454.92:9804.00

1.07:441.72:330.40

0.02:426.92:353.60

0.96:444.40:9477.60

1.07:440.40:364.00

0.02:445.92:373.60

0.97:441.52:8920.80

1.07:441.00:352.80

0.02:288.20:418.40

0.96:441.20:8444.80

1.02:442.52:339.20

0.02:347.60:295.20

0.96:461.60:7087.20

1.06:445.52:320.80

0.02:425.00:338.40

0.97:468.80:9006.40

1.07:450.32:259.20

0.02:460.52:359.20

0.97:461.72:8575.20

1.07:472.92:0.00

0.02:464.32:404.80

0.99:466.00:7965.60

1.02:456.40:351.20

0.02:356.12:420.80

3.00:468.40:6788.00

0.85:446.00:332.80

0.02:416.52:416.80

0.96:452.92:5206.40

0.73:442.00:226.40

0.02:438.92:384.00

0.97:444.60:3144.80

1.06:441.20:0.00

0.02:442.60:408.00

0.98:449.00:7711.20

