0.05:259.12:0.00

1.11:471.52:9509.60

5.38:472.12:458.40

0.21:262.72:0.00

0.03:473.12:496.80

22.94:473.20:1180.80

1.02:471.52:0.00

0.33:473.00:498.40

13.65:473.20:737.60

1.02:473.12:0.00

0.50:473.12:499.20

20.69:473.60:608.00

1.02:473.40:0.00

0.03:473.40:498.40

22.93:473.52:552.00

1.02:460.40:0.00

0.24:473.20:498.40

22.08:473.52:731.20

1.02:307.00:0.00

0.48:473.12:499.20

20.89:473.52:593.60

1.02:473.40:0.00

0.76:473.32:498.40

22.82:473.40:546.40

1.02:444.12:0.00

0.37:473.32:498.40

21.95:473.92:554.40

1.02:294.00:0.00

0.50:473.60:499.20

21.99:473.32:592.80

1.02:255.52:0.00

0.77:473.20:498.40

22.93:474.20:552.00

1.02:432.12:0.00

0.99:473.00:496.80

22.00:473.52:552.00

1.02:279.20:0.00

0.56:473.40:498.40

22.02:472.80:529.60

1.02:254.60:0.00

0.83:473.12:499.20

20.88:473.52:549.60

1.02:252.92:0.00

0.99:473.60:498.40

21.76:473.60:554.40

1.02:263.20:0.00

1.03:474.00:498.40

21.96:473.60:528.00

1.02:254.60:0.00

0.85:473.80:500.80

20.51:473.60:447.20

1.02:253.80:0.00

1.01:473.52:505.60

18.95:473.32:556.00

1.02:259.12:0.00

1.03:473.92:498.40

22.11:473.80:527.20

1.02:254.80:0.00

1.09:473.20:502.40

20.35:473.80:441.60

1.01:253.32:0.00

1.01:473.72:505.60

18.66:473.40:552.00

1.02:259.60:0.00

1.04:473.60:1767.20

17.62:473.32:520.00

1.02:258.60:0.00

1.10:473.52:500.80

20.23:473.60:440.80

1.01:254.72:0.00

1.14:474.00:505.60

19.08:473.72:457.60

0.68:259.00:0.00

1.04:473.72:2139.20

17.36:473.52:515.20

1.02:257.32:0.00

1.11:473.60:5937.60

12.42:473.52:435.20

1.00:255.40:0.00

1.13:473.20:509.60

18.82:473.72:458.40

0.51:258.72:0.00

1.04:473.40:2588.80

16.55:473.52:462.40

0.05:258.72:0.00

1.12:473.52:6335.20

11.69:473.52:429.60

1.00:259.40:0.00

1.12:473.32:9404.80

6.08:473.52:460.00

0.42:259.80:0.00

1.10:473.60:2844.00

16.38:473.40:462.40

0.05:257.12:104.80

1.12:473.52:6489.60

11.23:473.60:458.40

0.05:260.32:0.00

1.11:473.60:9555.20

5.55:473.92:460.00

0.29:263.72:0.00

1.09:473.52:10807.20

2.36:473.52:462.40

0.05:257.60:123.20

1.10:473.80:6759.20

10.92:473.20:458.40

0.05:260.80:0.00

1.10:473.12:9850.40

4.98:473.60:460.00

0.05:264.12:6.40

1.10:473.40:10776.80

2.28:473.32:461.60

0.05:265.80:139.20

1.10:473.00:10480.80

1.51:473.00:458.40

0.05:261.92:216.00

1.10:473.20:10129.60

4.46:473.12:457.60

0.05:263.40:31.20

1.10:473.12:10920.00

2.09:472.72:457.60

0.04:265.32:139.20

1.10:473.20:10449.60

1.54:473.12:458.40

0.05:284.12:226.40

1.10:472.60:10405.60

3.99:472.80:457.60

0.05:262.32:373.60

1.10:473.52:10787.20

1.96:473.20:460.00

0.04:268.00:149.60

1.10:472.60:10294.40

1.48:472.72:457.60

0.03:287.72:246.40

1.10:473.00:10212.00

1.26:473.12:458.40

0.05:358.40:388.00

1.10:473.20:9783.20

1.94:473.00:460.00

0.04:275.32:456.00

1.10:473.12:10356.00

1.48:473.32:460.00

0.03:285.72:268.80

1.10:473.20:10358.40

1.24:473.00:460.00

0.03:371.00:400.80

1.10:473.20:9676.00

1.22:473.00:457.60

0.04:471.60:457.60

1.10:473.32:10322.40

1.41:473.12:457.60

0.03:288.92:468.00

1.10:473.12:10294.40

1.23:473.20:458.40

0.03:388.92:404.80

1.10:473.20:9411.20

1.22:473.00:452.00

0.03:472.80:457.60

1.10:473.52:8868.80

1.20:473.40:458.40

0.03:473.32:469.60

1.10:473.20:10341.60

1.22:473.60:460.00

0.03:403.52:505.60

1.11:473.32:9509.60

1.22:473.20:451.20

0.03:472.72:462.40

1.10:473.20:8906.40

1.20:473.20:196.80

0.03:473.60:472.00

1.10:473.12:7775.20

1.11:473.40:460.00

0.03:473.60:509.60

1.11:473.52:9325.60

1.22:473.20:452.00

0.03:471.92:505.60

1.14:474.00:8912.00

1.19:473.00:132.00

0.03:473.52:472.00

1.10:473.92:7531.20

1.08:473.20:0.00

0.03:473.32:509.60

1.11:473.40:5284.00

0.95:473.40:451.20

0.03:473.32:499.20

1.30:473.20:8988.00

1.18:473.52:76.00

0.03:473.40:496.80

7.46:473.12:7408.00

1.05:472.72:0.00

0.03:472.72:511.20

1.11:473.40:5056.80

0.95:473.00:448.00

0.03:473.32:498.40

1.72:473.52:2220.00

1.02:473.52:22.40

0.03:473.20:494.40

8.29:473.40:7076.80

1.02:473.52:0.00

0.03:473.52:498.40

15.52:473.40:4847.20

0.95:473.52:0.00

0.03:473.52:498.40

2.12:473.60:1993.60

1.02:473.40:0.00

0.03:473.52:494.40

9.36:473.32:997.60

1.02:472.92:0.00

0.03:473.40:498.40

16.28:473.72:4414.40

0.95:472.92:0.00

0.03:473.20:499.20

2.52:473.40:1827.20

1.02:473.32:0.00

0.16:473.40:495.20

10.13:473.20:940.80

1.02:473.60:0.00

0.03:473.32:498.40

16.98:473.92:654.40

1.02:473.40:0.00

0.03:472.92:498.40

22.01:473.52:1654.40

1.02:473.72:0.00

0.18:473.40:498.40

10.99:473.40:887.20

1.02:473.60:0.00

0.41:473.52:499.20

17.52:473.72:655.20

1.02:473.80:0.00

0.03:473.12:498.40

22.43:473.52:562.40

1.02:473.32:0.00

0.16:473.52:498.40

22.44:473.40:839.20

1.02:373.12:0.00

0.41:473.32:499.20

18.06:473.72:634.40

1.02:473.52:0.00

0.64:473.40:498.40

22.70:473.00:554.40

1.02:473.12:0.00

0.11:473.72:498.40

22.70:473.32:552.00

1.02:356.32:0.00

0.40:478.40:502.40

21.87:473.72:634.40

1.02:260.12:0.00

0.67:473.20:498.40

22.53:473.52:554.40

1.02:473.32:0.00

0.93:473.40:498.40

22.47:473.72:554.40

1.02:340.72:0.00

0.46:473.20:498.40

21.78:473.40:544.00

1.02:259.92:0.00

0.71:472.80:498.40

21.59:473.40:552.80

1.02:252.52:0.00

0.96:473.20:498.40

22.38:472.80:552.80

1.02:327.52:0.00

1.02:473.60:498.40

21.74:473.12:540.00

1.02:259.20:0.00

0.74:473.12:498.40

21.64:473.32:474.40

1.02:250.80:0.00

0.98:473.32:503.20

19.48:473.52:556.80

1.02:256.12:0.00

1.03:473.00:498.40

22.09:473.00:536.00

1.02:258.20:0.00

